Category,ID,Latitude,Longitude,Date,DAYMET_Region,DAYMET_004_Line_Y_1000,DAYMET_004_Sample_X_1000,DAYMET_004_dayl,DAYMET_004_prcp,DAYMET_004_srad,DAYMET_004_swe,DAYMET_004_tmax,DAYMET_004_tmin,DAYMET_004_vp
weather study,chicago,41.881832,-87.623177,2023-11-17,na,4977,5536,34272.078125,0.0,238.7299957,0.0,15.1300001,3.3499999,776.8099976
weather study,chicago,41.881832,-87.623177,2023-11-18,na,4977,5536,34160.0898438,0.0,246.4600067,0.0,11.6700001,-1.09,564.1400146
weather study,chicago,41.881832,-87.623177,2023-11-19,na,4977,5536,34050.6601562,0.0,218.4199982,0.0,11.7600002,1.39,675.0800171
weather study,chicago,41.881832,-87.623177,2023-11-20,na,4977,5536,33943.8515625,29.6299992,89.0800018,0.0,9.1099997,4.3699999,834.2299805
weather study,chicago,41.881832,-87.623177,2023-11-21,na,4977,5536,33839.7304688,7.73,65.1600037,0.0,6.8099999,3.49,784.0900269
weather study,chicago,41.881832,-87.623177,2023-11-22,na,4977,5536,33738.3515625,0.0,150.8500061,0.0,7.5300002,1.51,681.2800293
weather study,chicago,41.881832,-87.623177,2023-11-23,na,4977,5536,33639.78125,0.0,184.4100037,0.0,7.98,0.29,623.8400269
weather study,chicago,41.881832,-87.623177,2023-11-24,na,4977,5536,33544.0703125,0.0,120.8099976,0.0,2.3599999,-2.22,518.9699707
weather study,chicago,41.881832,-87.623177,2023-11-25,na,4977,5536,33451.2890625,0.0,163.3899994,0.0,3.3699999,-3.23,481.2999878
weather study,chicago,41.881832,-87.623177,2023-11-26,na,4977,5536,33361.4882812,3.0599999,70.8399963,0.0,0.81,-2.6600001,502.1900024
weather study,chicago,41.881832,-87.623177,2023-11-27,na,4977,5536,33274.7382812,0.0,137.1600037,0.0,-1.88,-7.0900002,358.9500122
weather study,chicago,41.881832,-87.623177,2023-11-28,na,4977,5536,33191.078125,0.0,153.2599945,0.0,-3.55,-9.5299997,296.75
weather study,chicago,41.881832,-87.623177,2023-11-29,na,4977,5536,33110.5703125,0.0,232.8300018,0.0,5.3299999,-7.0900002,358.9200134
weather study,chicago,41.881832,-87.623177,2023-11-30,na,4977,5536,33033.2695312,7.5999999,169.4400024,0.0,11.5600004,-1.11,563.1599731
weather study,chicago,41.881832,-87.623177,2023-12-01,na,4977,5536,32959.2304688,11.3400002,47.2099991,0.0,6.6999998,4.25,827.5200195
weather study,chicago,41.881832,-87.623177,2023-12-02,na,4977,5536,32888.5,5.1999998,40.4099998,0.0,6.0300002,4.0599999,816.5499878
weather study,chicago,41.881832,-87.623177,2023-12-03,na,4977,5536,32821.1289062,2.3,44.25,0.0,4.73,2.5799999,735.0900269
weather study,chicago,41.881832,-87.623177,2023-12-04,na,4977,5536,32757.1601562,2.6300001,69.1399994,0.0,4.4899998,0.99,656.1599731
weather study,chicago,41.881832,-87.623177,2023-12-05,na,4977,5536,32696.6503906,2.24,91.1100006,0.0,4.71,0.07,613.8599854
weather study,chicago,41.881832,-87.623177,2023-12-06,na,4977,5536,32639.6308594,0.0,109.9000015,0.0,4.0900002,-0.01,610.4500122
weather study,chicago,41.881832,-87.623177,2023-12-07,na,4977,5536,32586.1503906,0.0,196.2899933,0.0,10.8900003,1.76,693.3200073
weather study,chicago,41.881832,-87.623177,2023-12-08,na,4977,5536,32536.2402344,2.8099999,118.5800018,0.0,12.79,6.0300002,936.6400146
weather study,chicago,41.881832,-87.623177,2023-12-09,na,4977,5536,32489.9492188,0.0,201.2899933,0.0,12.8500004,2.8699999,750.5800171
weather study,chicago,41.881832,-87.623177,2023-12-10,na,4977,5536,32447.3105469,0.0,73.7699966,0.0,1.8,-0.88,572.7600098
weather study,chicago,41.881832,-87.623177,2023-12-11,na,4977,5536,32408.3496094,0.0,116.7900009,0.0,2.03,-2.3199999,515.1500244
weather study,chicago,41.881832,-87.623177,2023-12-12,na,4977,5536,32373.0996094,0.0,148.2899933,0.0,3.77,-1.96,528.9699707
weather study,chicago,41.881832,-87.623177,2023-12-13,na,4977,5536,32341.5898438,0.0,218.2599945,0.0,5.5799999,-5.4299998,407.7200012
weather study,chicago,41.881832,-87.623177,2023-12-14,na,4977,5536,32313.8300781,0.0,222.3200073,0.0,10.6999998,-1.63,541.960022
weather study,chicago,41.881832,-87.623177,2023-12-15,na,4977,5536,32289.8691406,0.0,211.7200012,0.0,11.9899998,1.1799999,665.2000122
weather study,chicago,41.881832,-87.623177,2023-12-16,na,4977,5536,32269.6992188,15.54,66.9800034,0.0,7.5799999,4.4200001,837.1400146
weather study,chicago,41.881832,-87.623177,2023-12-17,na,4977,5536,32253.3496094,0.0,105.9899979,0.0,6.4699998,2.79,746.4000244
weather study,chicago,41.881832,-87.623177,2023-12-18,na,4977,5536,32240.8300781,0.0,180.9600067,0.0,2.0899999,-4.77,428.6300049
weather study,chicago,41.881832,-87.623177,2023-12-19,na,4977,5536,32232.1503906,0.0,207.5899963,0.0,0.48,-8.2799997,327.3699951
weather study,chicago,41.881832,-87.623177,2023-12-20,na,4977,5536,32227.3203125,0.0,199.6799927,0.0,6.5599999,-1.95,529.539978
weather study,chicago,41.881832,-87.623177,2023-12-21,na,4977,5536,32226.3398438,0.92,181.0500031,0.0,7.6500001,0.38,627.6599731
weather study,chicago,41.881832,-87.623177,2023-12-22,na,4977,5536,32229.2207031,15.0799999,66.3700027,0.0,7.6599998,4.6199999,849.210022
weather study,chicago,41.881832,-87.623177,2023-12-23,na,4977,5536,32235.9394531,1.0,98.5899963,0.0,9.0500002,5.6599998,912.9500122
weather study,chicago,41.881832,-87.623177,2023-12-24,na,4977,5536,32246.5,0.0,121.0199966,0.0,11.8199997,7.4899998,1035.5200195
weather study,chicago,41.881832,-87.623177,2023-12-25,na,4977,5536,32260.9003906,10.5299997,104.5999985,0.0,13.9399996,8.7700005,1130.0400391
weather study,chicago,41.881832,-87.623177,2023-12-26,na,4977,5536,32279.1308594,1.13,202.8999939,0.0,9.5500002,0.62,638.9299927
weather study,chicago,41.881832,-87.623177,2023-12-27,na,4977,5536,32301.1699219,0.0,175.5899963,0.0,5.4699998,-1.22,558.4400024
weather study,chicago,41.881832,-87.623177,2023-12-28,na,4977,5536,32327.0,11.2799997,79.9199982,0.0,5.6500001,2.05,707.7399902
weather study,chicago,41.881832,-87.623177,2023-12-29,na,4977,5536,32356.5996094,2.23,100.9300003,0.0,5.0,0.47,631.789978
weather study,chicago,41.881832,-87.623177,2023-12-30,na,4977,5536,32389.9492188,0.0,157.5399933,0.0,2.99,-2.3099999,515.5900269
weather study,chicago,41.881832,-87.623177,2023-12-31,na,4977,5536,32427.0292969,2.8299999,75.25,0.0,2.3299999,-0.8,575.9799805
weather study,chicago,41.881832,-87.623177,2024-01-01,na,4977,5536,32467.9902344,0.0,102.2099991,0.0,0.88,-2.04,525.9099731
weather study,chicago,41.881832,-87.623177,2024-01-02,na,4977,5536,32512.4394531,0.0,193.4799957,0.0,3.52,-3.05,487.7999878
weather study,chicago,41.881832,-87.623177,2024-01-03,na,4977,5536,32560.5292969,0.0,111.8700027,0.0,2.2,-1.01,567.3300171
weather study,chicago,41.881832,-87.623177,2024-01-04,na,4977,5536,32612.2109375,0.0,152.3200073,0.0,2.0999999,-2.46,509.8099976
weather study,chicago,41.881832,-87.623177,2024-01-05,na,4977,5536,32667.4492188,1.9400001,187.7299957,0.0,2.5999999,-3.46,473.1300049
weather study,chicago,41.881832,-87.623177,2024-01-06,na,4977,5536,32726.2109375,1.73,91.2399979,0.0,1.28,-1.23,558.1900024
weather study,chicago,41.881832,-87.623177,2024-01-07,na,4977,5536,32788.4414062,0.0,53.4199982,0.0,1.0599999,-0.28,598.2700195
weather study,chicago,41.881832,-87.623177,2024-01-08,na,4977,5536,32854.1015625,11.6899996,85.9499969,0.0,2.29,-0.9,571.7600098
weather study,chicago,41.881832,-87.623177,2024-01-09,na,4977,5536,32923.140625,22.9099998,61.2400017,0.0,2.24,0.04,612.7000122
weather study,chicago,41.881832,-87.623177,2024-01-10,na,4977,5536,32995.5195312,1.6,72.6600037,0.0,1.1799999,-0.72,579.2600098
weather study,chicago,41.881832,-87.623177,2024-01-11,na,4977,5536,33071.1796875,10.8500004,106.2699966,0.0,1.7,-2.26,517.2600098
weather study,chicago,41.881832,-87.623177,2024-01-12,na,4977,5536,33150.078125,18.9899998,109.0199966,0.0,2.5799999,-1.48,547.960022
weather study,chicago,41.881832,-87.623177,2024-01-13,na,4977,5536,33232.1484375,1.38,289.6900024,1.38,-0.43,-14.0500002,206.2400055
weather study,chicago,41.881832,-87.623177,2024-01-14,na,4977,5536,33317.3515625,0.0,227.4600067,1.38,-17.2999992,-23.2800007,93.6299973
weather study,chicago,41.881832,-87.623177,2024-01-15,na,4977,5536,33405.6210938,0.0,265.4700012,1.38,-15.79,-23.7299995,89.8700027
weather study,chicago,41.881832,-87.623177,2024-01-16,na,4977,5536,33496.9101562,0.0,229.3699951,1.38,-15.7299995,-21.6399994,108.2399979
weather study,chicago,41.881832,-87.623177,2024-01-17,na,4977,5536,33591.140625,1.89,293.3299866,3.27,-6.3699999,-17.2199993,158.3999939
weather study,chicago,41.881832,-87.623177,2024-01-18,na,4977,5536,33688.28125,4.23,201.6499939,7.5,-3.5699999,-11.4899998,253.8300018
weather study,chicago,41.881832,-87.623177,2024-01-19,na,4977,5536,33788.25,0.0,176.5299988,7.5,-9.46,-13.5100002,215.6000061
weather study,chicago,41.881832,-87.623177,2024-01-20,na,4977,5536,33890.9882812,0.0,279.6300049,7.5,-6.9000001,-15.1599998,188.2299957
weather study,chicago,41.881832,-87.623177,2024-01-21,na,4977,5536,33996.4492188,0.0,309.6600037,7.5,-5.5500002,-17.7900009,150.9100037
weather study,chicago,41.881832,-87.623177,2024-01-22,na,4977,5536,34104.5703125,7.71,221.7899933,15.21,0.83,-8.6499996,317.9100037
weather study,chicago,41.881832,-87.623177,2024-01-23,na,4977,5536,34215.28125,4.5,112.3399963,12.9200001,2.79,-0.54,587.2399902
weather study,chicago,41.881832,-87.623177,2024-01-24,na,4977,5536,34328.5195312,4.8600001,101.8099976,10.1999998,3.4400001,0.47,631.7399902
weather study,chicago,41.881832,-87.623177,2024-01-25,na,4977,5536,34444.2304688,12.6899996,74.8399963,6.9400001,3.8800001,1.77,693.8900146
weather study,chicago,41.881832,-87.623177,2024-01-26,na,4977,5536,34562.3398438,4.4699998,72.7300034,3.48,4.2800002,2.24,717.5700073
weather study,chicago,41.881832,-87.623177,2024-01-27,na,4977,5536,34682.8085938,4.6700001,95.0800018,0.25,4.4000001,1.6900001,690.1900024
weather study,chicago,41.881832,-87.623177,2024-01-28,na,4977,5536,34805.5507812,0.0,107.5699997,0.0,3.5599999,1.0599999,659.2299805
weather study,chicago,41.881832,-87.623177,2024-01-29,na,4977,5536,34930.5195312,1.3200001,204.25,0.0,4.1100001,-1.09,563.9699707
weather study,chicago,41.881832,-87.623177,2024-01-30,na,4977,5536,35057.6484375,0.0,109.0500031,0.0,4.1799998,1.6900001,689.9000244
weather study,chicago,41.881832,-87.623177,2024-01-31,na,4977,5536,35186.8789062,0.0,75.3300018,0.0,3.8800001,2.27,718.9799805
weather study,chicago,41.881832,-87.623177,2024-02-01,na,4977,5536,35318.1484375,0.0,289.769989,0.0,12.0200005,1.04,658.6799927
weather study,chicago,41.881832,-87.623177,2024-02-02,na,4977,5536,35451.390625,0.0,217.2700043,0.0,4.6999998,-0.77,577.4199829
weather study,chicago,41.881832,-87.623177,2024-02-03,na,4977,5536,35586.5585938,0.0,226.2899933,0.0,3.6400001,-2.0599999,524.9199829
weather study,chicago,41.881832,-87.623177,2024-02-04,na,4977,5536,35723.5898438,0.0,277.2200012,0.0,6.5,-1.75,537.3699951
weather study,chicago,41.881832,-87.623177,2024-02-05,na,4977,5536,35862.4296875,0.0,214.8899994,0.0,4.6500001,-0.61,583.9199829
weather study,chicago,41.881832,-87.623177,2024-02-06,na,4977,5536,36003.0,0.0,257.6099854,0.0,6.0799999,-0.92,570.9899902
weather study,chicago,41.881832,-87.623177,2024-02-07,na,4977,5536,36145.2695312,0.0,299.0599976,0.0,8.3800001,-1.51,546.6900024
weather study,chicago,41.881832,-87.623177,2024-02-08,na,4977,5536,36289.171875,4.9400001,216.1699982,0.0,14.9700003,5.3099999,890.7299805
weather study,chicago,41.881832,-87.623177,2024-02-09,na,4977,5536,36434.6484375,0.0,297.8800049,0.0,13.7299995,3.3900001,778.8499756
weather study,chicago,41.881832,-87.623177,2024-02-10,na,4977,5536,36581.6601562,0.0,242.8300018,0.0,5.27,-1.17,560.5700073
weather study,chicago,41.881832,-87.623177,2024-02-11,na,4977,5536,36730.1289062,0.0,272.0899963,0.0,4.1900001,-3.4400001,473.769989
weather study,chicago,41.881832,-87.623177,2024-02-12,na,4977,5536,36880.0195312,0.0,326.5499878,0.0,7.2399998,-4.5,437.6600037
weather study,chicago,41.881832,-87.623177,2024-02-13,na,4977,5536,37031.28125,0.0,250.3500061,0.0,4.3400002,-2.1300001,522.4799805
weather study,chicago,41.881832,-87.623177,2024-02-14,na,4977,5536,37183.8515625,2.21,249.9900055,0.0,7.73,-4.23,446.6199951
weather study,chicago,41.881832,-87.623177,2024-02-15,na,4977,5536,37337.6992188,0.0,281.5700073,0.0,6.3899999,-1.36,552.8900146
weather study,chicago,41.881832,-87.623177,2024-02-16,na,4977,5536,37492.75,0.0,240.7400055,0.0,-0.29,-6.0599999,388.6000061
weather study,chicago,41.881832,-87.623177,2024-02-17,na,4977,5536,37648.9804688,0.0,314.230011,0.0,-1.78,-10.4399996,276.0299988
weather study,chicago,41.881832,-87.623177,2024-02-18,na,4977,5536,37806.328125,0.0,355.3500061,0.0,7.4400001,-5.9699998,391.2900085
weather study,chicago,41.881832,-87.623177,2024-02-19,na,4977,5536,37964.7617188,0.0,359.6300049,0.0,9.2799997,-4.8600001,425.8699951
weather study,chicago,41.881832,-87.623177,2024-02-20,na,4977,5536,38124.21875,0.0,365.019989,0.0,13.7799997,-2.3599999,513.4199829
weather study,chicago,41.881832,-87.623177,2024-02-21,na,4977,5536,38284.671875,0.0,344.8800049,0.0,18.0499992,5.21,885.0
weather study,chicago,41.881832,-87.623177,2024-02-22,na,4977,5536,38446.0703125,0.0,295.9299927,0.0,13.3599997,4.9000001,865.7399902
weather study,chicago,41.881832,-87.623177,2024-02-23,na,4977,5536,38608.359375,4.04,257.3599854,0.0,9.4200001,-1.62,542.3099976
weather study,chicago,41.881832,-87.623177,2024-02-24,na,4977,5536,38771.5195312,0.0,260.2600098,0.0,1.23,-5.3600001,409.7399902
weather study,chicago,41.881832,-87.623177,2024-02-25,na,4977,5536,38935.5117188,0.0,380.1600037,0.0,15.6099997,-1.41,551.0200195
weather study,chicago,41.881832,-87.623177,2024-02-26,na,4977,5536,39100.2695312,0.0,378.3399963,0.0,20.9599991,2.7,741.5599976
weather study,chicago,41.881832,-87.623177,2024-02-27,na,4977,5536,39265.78125,11.3900003,260.1099854,0.0,22.9799995,9.1300001,1157.2299805
weather study,chicago,41.881832,-87.623177,2024-02-28,na,4977,5536,39431.9882812,0.0,379.8699951,0.0,9.5299997,-5.5300002,404.5499878
weather study,chicago,41.881832,-87.623177,2024-02-29,na,4977,5536,39598.8789062,0.0,371.5100098,0.0,6.8000002,-7.02,360.9700012
weather study,chicago,41.881832,-87.623177,2024-03-01,na,4977,5536,39766.390625,0.0,293.2999878,0.0,7.9699998,-1.12,562.5599976
weather study,chicago,41.881832,-87.623177,2024-03-02,na,4977,5536,39934.5117188,0.0,358.7900085,0.0,14.79,1.5,680.8499756
weather study,chicago,41.881832,-87.623177,2024-03-03,na,4977,5536,40103.1914062,0.0,378.3599854,0.0,22.0699997,5.4200001,897.6300049
weather study,chicago,41.881832,-87.623177,2024-03-04,na,4977,5536,40272.3984375,28.2900009,276.5400085,0.0,21.5300007,6.1500001,944.5700073
weather study,chicago,41.881832,-87.623177,2024-03-05,na,4977,5536,40442.1015625,4.04,78.1900024,0.0,6.75,3.95,810.1500244
weather study,chicago,41.881832,-87.623177,2024-03-06,na,4977,5536,40612.2695312,0.0,176.2700043,0.0,7.9699998,2.98,756.7199707
weather study,chicago,41.881832,-87.623177,2024-03-07,na,4977,5536,40782.8710938,0.0,235.8899994,0.0,8.71,1.9,700.2999878
weather study,chicago,41.881832,-87.623177,2024-03-08,na,4977,5536,40953.8710938,26.4099998,113.8199997,0.0,7.8899999,3.79,801.210022
weather study,chicago,41.881832,-87.623177,2024-03-09,na,4977,5536,41125.2382812,0.0,218.1999969,0.0,7.3099999,1.38,674.8800049
weather study,chicago,41.881832,-87.623177,2024-03-10,na,4977,5536,41296.9492188,0.0,318.0400085,0.0,7.71,-1.5700001,544.5599976
weather study,chicago,41.881832,-87.623177,2024-03-11,na,4977,5536,41468.9609375,0.0,431.4200134,0.0,19.1700001,-1.0700001,564.9500122
weather study,chicago,41.881832,-87.623177,2024-03-12,na,4977,5536,41641.2617188,0.0,371.0,0.0,21.4899998,7.9299998,1067.2199707
weather study,chicago,41.881832,-87.623177,2024-03-13,na,4977,5536,41813.8085938,8.4499998,252.4199982,0.0,18.4099998,7.4299998,1031.5500488
weather study,chicago,41.881832,-87.623177,2024-03-14,na,4977,5536,41986.578125,9.6800003,267.5799866,0.0,16.8600006,4.9899998,871.0900269
weather study,chicago,41.881832,-87.623177,2024-03-15,na,4977,5536,42159.5390625,0.0,236.4900055,0.0,8.5500002,2.0699999,708.8400269
weather study,chicago,41.881832,-87.623177,2024-03-16,na,4977,5536,42332.6601562,0.0,367.3599854,0.0,14.9399996,3.02,758.5700073
weather study,chicago,41.881832,-87.623177,2024-03-17,na,4977,5536,42505.9296875,0.0,233.0299988,0.0,5.25,-1.01,567.2700195
weather study,chicago,41.881832,-87.623177,2024-03-18,na,4977,5536,42679.3007812,0.0,225.5099945,0.0,2.1199999,-3.76,462.4100037
weather study,chicago,41.881832,-87.623177,2024-03-19,na,4977,5536,42852.7617188,0.0,433.3399963,0.0,14.0299997,-1.85,533.1799927
weather study,chicago,41.881832,-87.623177,2024-03-20,na,4977,5536,43026.2695312,0.0,281.9200134,0.0,5.5900002,-1.87,532.5
weather study,chicago,41.881832,-87.623177,2024-03-21,na,4977,5536,43199.8085938,1.14,288.25,0.0,3.6199999,-3.75,462.8599854
weather study,chicago,41.881832,-87.623177,2024-03-22,na,4977,5536,43373.3515625,2.9200001,180.0200043,0.0,4.3000002,-1.53,546.1099854
weather study,chicago,41.881832,-87.623177,2024-03-23,na,4977,5536,43546.859375,0.0,201.4100037,0.0,3.1400001,-1.5599999,544.6799927
weather study,chicago,41.881832,-87.623177,2024-03-24,na,4977,5536,43720.3203125,0.0,369.769989,0.0,8.9300003,-0.95,569.5700073
weather study,chicago,41.881832,-87.623177,2024-03-25,na,4977,5536,43893.6914062,11.8900003,303.6700134,0.0,17.4699993,5.1999998,884.1300049
weather study,chicago,41.881832,-87.623177,2024-03-26,na,4977,5536,44066.9609375,1.41,412.1799927,0.0,13.9499998,1.96,703.210022
weather study,chicago,41.881832,-87.623177,2024-03-27,na,4977,5536,44240.078125,0.0,321.4299927,0.0,6.0100002,-1.62,542.4799805
weather study,chicago,41.881832,-87.623177,2024-03-28,na,4977,5536,44413.0507812,0.0,434.6700134,0.0,10.3699999,-1.9,531.2399902
weather study,chicago,41.881832,-87.623177,2024-03-29,na,4977,5536,44585.8203125,12.96,296.4599915,0.0,10.0100002,-0.03,609.4000244
weather study,chicago,41.881832,-87.623177,2024-03-30,na,4977,5536,44758.359375,0.0,419.6900024,0.0,14.8500004,3.5,784.6199951
weather study,chicago,41.881832,-87.623177,2024-03-31,na,4977,5536,44930.6601562,11.1300001,208.3300018,0.0,9.1400003,3.03,759.3099976
weather study,chicago,41.881832,-87.623177,2024-04-01,na,4977,5536,45102.6796875,12.7399998,159.0800018,0.0,9.2700005,4.8800001,864.460022
weather study,chicago,41.881832,-87.623177,2024-04-02,na,4977,5536,45274.390625,7.5,299.2600098,0.0,12.0900002,2.71,742.1099854
weather study,chicago,41.881832,-87.623177,2024-04-03,na,4977,5536,45445.7617188,11.6199999,127.1500015,0.0,3.8499999,0.72,643.3599854
weather study,chicago,41.881832,-87.623177,2024-04-04,na,4977,5536,45616.7617188,2.26,140.6900024,0.0,5.5799999,2.0599999,708.6300049
weather study,chicago,41.881832,-87.623177,2024-04-05,na,4977,5536,45787.359375,0.0,322.1300049,0.0,8.5500002,2.05,707.9199829
weather study,chicago,41.881832,-87.623177,2024-04-06,na,4977,5536,45957.53125,0.0,402.8299866,0.0,9.7299995,0.86,649.9799805
weather study,chicago,41.881832,-87.623177,2024-04-07,na,4977,5536,46127.2304688,13.75,250.8099976,0.0,10.0200005,3.1400001,765.0300293
weather study,chicago,41.881832,-87.623177,2024-04-08,na,4977,5536,46296.4414062,0.0,485.1499939,0.0,21.9500008,6.9299998,996.7399902
weather study,chicago,41.881832,-87.623177,2024-04-09,na,4977,5536,46465.1210938,0.0,368.2900085,0.0,18.0,9.6199999,1196.7700195
weather study,chicago,41.881832,-87.623177,2024-04-10,na,4977,5536,46633.2382812,2.1900001,344.6499939,0.0,17.7900009,6.0599999,938.5200195
weather study,chicago,41.881832,-87.623177,2024-04-11,na,4977,5536,46800.7617188,3.6800001,173.0,0.0,12.8999996,8.5299997,1111.5999756
weather study,chicago,41.881832,-87.623177,2024-04-12,na,4977,5536,46967.640625,1.85,423.4700012,0.0,17.0400009,7.5300002,1038.1500244
weather study,chicago,41.881832,-87.623177,2024-04-13,na,4977,5536,47133.859375,0.0,504.1900024,0.0,21.1000004,6.04,937.1500244
weather study,chicago,41.881832,-87.623177,2024-04-14,na,4977,5536,47299.3710938,0.0,485.269989,0.0,25.6800003,11.0100002,1312.5400391
weather study,chicago,41.881832,-87.623177,2024-04-15,na,4977,5536,47464.140625,0.0,477.4299927,0.0,21.3799992,8.5100002,1110.4000244
weather study,chicago,41.881832,-87.623177,2024-04-16,na,4977,5536,47628.1210938,3.8399999,368.6000061,0.0,24.7299995,9.8500004,1214.8699951
weather study,chicago,41.881832,-87.623177,2024-04-17,na,4977,5536,47791.28125,0.0,351.7900085,0.0,20.2099991,12.4200001,1441.5200195
weather study,chicago,41.881832,-87.623177,2024-04-18,na,4977,5536,47953.578125,2.53,264.0899963,0.0,14.4899998,7.29,1021.3499756
weather study,chicago,41.881832,-87.623177,2024-04-19,na,4977,5536,48114.9804688,0.0,392.1799927,0.0,13.6300001,5.4000001,896.6300049
weather study,chicago,41.881832,-87.623177,2024-04-20,na,4977,5536,48275.4296875,0.0,286.2600098,0.0,7.5900002,2.24,717.7199707
weather study,chicago,41.881832,-87.623177,2024-04-21,na,4977,5536,48434.890625,0.0,486.1099854,0.0,13.6599998,1.8099999,696.1199951
weather study,chicago,41.881832,-87.623177,2024-04-22,na,4977,5536,48593.3203125,0.0,510.6700134,0.0,19.3500004,4.8099999,860.6799927
weather study,chicago,41.881832,-87.623177,2024-04-23,na,4977,5536,48750.6796875,0.0,471.9500122,0.0,17.3899994,5.6300001,911.2399902
weather study,chicago,41.881832,-87.623177,2024-04-24,na,4977,5536,48906.9101562,0.0,281.5100098,0.0,6.9899998,1.66,688.5200195
weather study,chicago,41.881832,-87.623177,2024-04-25,na,4977,5536,49061.96875,0.0,502.1600037,0.0,12.5100002,0.05,613.0
weather study,chicago,41.881832,-87.623177,2024-04-26,na,4977,5536,49215.8085938,12.0600004,360.8999939,0.0,17.1399994,5.23,886.3499756
weather study,chicago,41.881832,-87.623177,2024-04-27,na,4977,5536,49368.390625,16.75,350.730011,0.0,25.5,12.9899998,1495.7700195
weather study,chicago,41.881832,-87.623177,2024-04-28,na,4977,5536,49519.6484375,32.4300003,309.1300049,0.0,23.6299992,13.8800001,1585.1500244
weather study,chicago,41.881832,-87.623177,2024-04-29,na,4977,5536,49669.5390625,10.7799997,273.2099915,0.0,20.7299995,12.8800001,1485.3900146
weather study,chicago,41.881832,-87.623177,2024-04-30,na,4977,5536,49818.0195312,0.0,501.5700073,0.0,22.8799992,8.9899998,1146.8800049
weather study,chicago,41.881832,-87.623177,2024-05-01,na,4977,5536,49965.03125,0.0,453.8399963,0.0,24.4300003,12.6999998,1468.2800293
weather study,chicago,41.881832,-87.623177,2024-05-02,na,4977,5536,50110.5117188,26.0699997,369.3900146,0.0,25.1599998,11.1199999,1322.3699951
weather study,chicago,41.881832,-87.623177,2024-05-03,na,4977,5536,50254.4101562,0.52,365.0700073,0.0,18.8199997,10.6499996,1282.2199707
weather study,chicago,41.881832,-87.623177,2024-05-04,na,4977,5536,50396.6914062,13.6499996,387.3399963,0.0,25.1700001,8.9499998,1143.7399902
weather study,chicago,41.881832,-87.623177,2024-05-05,na,4977,5536,50537.2695312,0.0,320.4400024,0.0,16.3099995,9.25,1167.3000488
weather study,chicago,41.881832,-87.623177,2024-05-06,na,4977,5536,50676.109375,0.0,461.480011,0.0,20.4799995,8.4700003,1106.6899414
weather study,chicago,41.881832,-87.623177,2024-05-07,na,4977,5536,50813.140625,20.3700008,321.5700073,0.0,24.1399994,12.9200001,1489.3499756
weather study,chicago,41.881832,-87.623177,2024-05-08,na,4977,5536,50948.3085938,6.75,354.7799988,0.0,24.1000004,11.0,1312.2600098
weather study,chicago,41.881832,-87.623177,2024-05-09,na,4977,5536,51081.5585938,8.25,203.8399963,0.0,15.9200001,10.0600004,1232.6099854
weather study,chicago,41.881832,-87.623177,2024-05-10,na,4977,5536,51212.8398438,2.8099999,343.769989,0.0,19.8799992,8.2299995,1088.8499756
weather study,chicago,41.881832,-87.623177,2024-05-11,na,4977,5536,51342.0703125,0.0,391.0100098,0.0,19.2299995,9.96,1223.8499756
weather study,chicago,41.881832,-87.623177,2024-05-12,na,4977,5536,51469.1992188,0.0,536.5700073,0.0,28.2099991,9.1300001,1157.9699707
weather study,chicago,41.881832,-87.623177,2024-05-13,na,4977,5536,51594.1796875,5.3800001,341.8599854,0.0,27.3199997,14.3599997,1635.4799805
weather study,chicago,41.881832,-87.623177,2024-05-14,na,4977,5536,51716.9296875,2.0,189.4199982,0.0,15.3100004,11.3500004,1343.2099609
weather study,chicago,41.881832,-87.623177,2024-05-15,na,4977,5536,51837.390625,0.0,341.8399963,0.0,18.2000008,10.6400003,1280.5999756
